istio_request_duration_milliseconds_count_5xx_forecast_prob,istio_request_duration_milliseconds_count_5xx_forecast_mdn_output,apm.service.cpu.usertime.utilization_forecast_prob,apm.service.cpu.usertime.utilization_forecast_mdn_output,elasticsearch_os_load15_forecast_prob,elasticsearch_os_load15_forecast_mdn_output,apm.service.apdex_forecast_prob,apm.service.apdex_forecast_mdn_output,apm.service.error.count_forecast_prob,apm.service.error.count_forecast_mdn_output,throughput_forecast_prob,throughput_forecast_mdn_output,istio_request_duration_milliseconds_count_4xx_forecast_prob,istio_request_duration_milliseconds_count_4xx_forecast_mdn_output,istio_request_duration_milliseconds_count_5xx_forecast_mdn_alert,apm.service.cpu.usertime.utilization_forecast_mdn_alert,elasticsearch_os_load15_forecast_mdn_alert,apm.service.apdex_forecast_mdn_alert,apm.service.error.count_forecast_mdn_alert,throughput_forecast_mdn_alert,istio_request_duration_milliseconds_count_4xx_forecast_mdn_alert,timestamp,node_cpu_seconds_total,istio_agent_process_cpu_seconds_total,elasticsearch_data_size_fraction_agreementsearch,elasticsearch_indices_exists_agreementsearch_fraction,elasticsearch_indices_fetch_agreementsearch_fraction,elasticsearch_indices_query_agreementsearch_fraction,elasticsearch_os_cpu_percent,istio_agent_go_memstats_gc_cpu_fraction,istio_agent_process_virtual_memory_bytes,kube_daemonset_status_number_unavailable,node_cpu_seconds_total_agreementsearch,elasticsearch_cluster_health_number_of_nodes_agreementsearch,elasticsearch_cluster_health_status_agreementsearch_yellow,elasticsearch_filesystem_io_stats_device_read_operations_count,elasticsearch_jvm_memory_used_bytes_fraction,elasticsearch_os_load15,kube_pod_container_status_restarts_total,istio_tcp_connections_opened_total,istio_tcp_received_bytes_total,istio_request_duration_milliseconds_count_2xx,istio_request_duration_milliseconds_count_4xx,istio_request_duration_milliseconds_count_5xx,istio_5xx_requests_fraction_agreementsearch,apm.service.apdex,apm.service.transaction.apdex,apm.service.cpu.usertime.utilization,apm.service.error.count,apm.service.external.duration,apm.service.instance.count,apm.service.java.memory.pool,apm.service.memory.heap.committed,apm.service.memory.heap.max,apm.service.memory.heap.used,apm.service.memory.physical,apm.service.metrics.reported,apm.service.overview.web,apm.service.transaction.error.count,cpuUsage,memoryUsage,throughput,errorRate,apm.service.transaction.duration,istio_request_duration_milliseconds_count_5xx_pred,apm.service.cpu.usertime.utilization_pred,elasticsearch_os_load15_pred,apm.service.apdex_pred,apm.service.error.count_pred,throughput_pred,istio_request_duration_milliseconds_count_4xx_pred,istio_request_duration_milliseconds_count_5xx_forecast,apm.service.cpu.usertime.utilization_forecast,elasticsearch_os_load15_forecast,apm.service.apdex_forecast,apm.service.error.count_forecast,throughput_forecast,istio_request_duration_milliseconds_count_4xx_forecast
3.879896539379529e-05,0.21262845,0.009733328674209004,0.088932134,1.3187171779076548e-12,0.045910425,0.0009013426921994509,0.97129965,4.8237634231841766e-17,-0.0067538116,7.884050554037594e-05,0.69743776,0.0,0.17309745,0,0,0,0,0,0,0,1623821100.0,0.848382589291367,117.79,0.1782989703321712,0.1932046498824005,2.900496032055636,17.364939460948754,2.45679012345679,7.365573615450001e-06,785440768.0,0.0,4296911.913472222,9.0,0.0,16458272540.88889,0.3632703365029866,3.062222222222222,0.0,1934.75,172133393.25,1590404.0,7310.25,5.25,0.0003285111162465,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,12.5,3.189157627884565,2.2774893938605016,903.8219146482122,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.1277777777777778,0.9900000095367432,0.0,903.6717416378316,7329.0
3.6781373323553026e-05,0.21554737,0.00997673049551027,0.088875294,2.7496043058510923e-12,0.049175497,0.0008974953474742976,0.9707205,3.5745428259630723e-17,-0.0066300444,7.866728429862839e-05,0.6984096,0.0,0.17359214,0,0,0,0,0,0,0,1623821400.0,0.8483890027026644,118.2025,0.1782915465944228,0.1932050907052271,2.900490911701693,17.364812117638735,10.444444444444446,7.37224833525e-06,785440768.0,0.0,4297197.441666666,9.0,0.0,16458553966.88889,0.2947509463002652,3.1277777777777778,0.0,1934.75,172572978.5,1592882.0,7329.0,5.25,0.0003279991382874,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,12.5,3.189157627884565,2.2774893938605016,903.6717416378316,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.1988888888888893,0.9900000095367432,0.0,903.521568627451,7340.0
4.934943634903881e-05,0.21065174,0.009596655113613697,0.09064319,1.6990944613479878e-12,0.046593636,0.0009047620784858283,0.971707,3.5529686450234064e-17,-0.0068098325,7.851412673130869e-05,0.69853973,0.0,0.17349584,0,0,0,0,0,0,0,1623821700.0,0.8483954091781354,118.565,0.1782816940578983,0.1932055246127556,2.900485732357317,17.364639896351466,2.506172839506173,7.3763029116e-06,785440768.0,0.0,4297482.885416667,9.0,0.0,16458935504.555555,0.5000969655382534,3.1988888888888893,0.0,1938.0,173020077.5,1595484.25,7340.0,5.25,0.0003274644459249,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,12.5,3.189157627884565,2.2774893938605016,903.521568627451,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.072222222222222,0.9900000095367432,0.0,903.3713956170704,7355.75
3.330045667582917e-05,0.21399377,0.009796661404795449,0.088070445,1.391143914132787e-12,0.046546303,0.0009029805482646093,0.97089946,5.633643863418387e-17,-0.0066728676,8.071626940042389e-05,0.69602966,0.0,0.17376581,0,0,0,0,0,0,0,1623822000.0,0.8484021574891877,118.9525,0.1782735720935697,0.1932056924086706,2.900474963158432,17.364429670639165,3.0864197530864192,7.383193632075001e-06,785440768.0,0.0,4297770.070416667,9.0,0.0,16459219598.22222,0.2757204465905334,3.072222222222222,0.0,1941.0,173470600.25,1598095.25,7355.75,5.25,0.000326929388732,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,12.5,3.189157627884565,2.2774893938605016,903.3713956170704,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.111111111111112,0.9900000095367432,0.0,903.2212226066896,7370.75
4.09709630254305e-05,0.21207711,0.009678291867909188,0.08933596,1.4200654540679424e-12,0.046165794,0.0009031317918443301,0.97144777,4.6110132727390585e-17,-0.006725804,7.908300741447988e-05,0.6974986,0.0,0.17388487,0,0,0,0,0,0,0,1623822300.0,0.8484081238689104,119.32,0.178243865704218,0.1932060708163838,2.900465149597108,17.364276791432786,2.3456790123456788,7.386501286675e-06,785440768.0,0.0,4298053.239444445,9.0,0.0,16459602401.555555,0.3952926307855319,3.111111111111112,0.0,1945.0,173917524.0,1600727.0,7370.75,5.25,0.0003263925039644,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,12.5,3.189157627884565,2.2774893938605016,903.2212226066896,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.333333333333333,0.9900000095367432,0.0,903.0710495963092,7381.25
3.52408546148005e-05,0.21393548,0.009695405328204738,0.08944802,2.1071082020338086e-12,0.048759274,0.0009250567816152221,0.97017884,6.570256960664456e-17,-0.0067131333,8.120277155934004e-05,0.69699067,0.0,0.17448671,0,0,0,0,0,0,0,1623822600.0,0.8484147379853043,119.725,0.1782332792469463,0.1932058429752531,2.90045905316413,17.364033641462246,2.728395061728396,7.396592162425001e-06,785440768.0,0.0,4298339.649444444,9.0,0.0,16459971669.666666,0.2884909362030127,3.333333333333333,0.0,1955.25,174383701.25,1603479.5,7381.25,5.25,0.0003258325514248,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0100634009195041,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0723130497594832e-05,13.25,3.189157627884565,2.2774893938605016,903.0710495963092,0.0048156385206636,0.0200185826347774,0,0,0,0,0,0,0,5.25,1.91349457673074,3.106666666666667,0.9900000095367432,0.0,902.9208765859285,7395.25
4.606240628189556e-05,0.21188885,0.009718869606313855,0.089948505,1.5636474904885501e-12,0.04636688,0.0008937162872702754,0.9719373,3.4666758400328944e-17,-0.0067660734,7.779277375378034e-05,0.69871056,0.0,0.17416994,0,0,0,0,0,0,0,1623822900.0,0.8484214436841421,120.0775,0.178220200633752,0.1932061993819606,2.9004544443419182,17.36379880395402,3.012345679012346,7.4002684156e-06,785440768.0,0.0,4298626.5633333335,9.0,0.0,16460354754.444445,0.4454607394834359,3.106666666666667,0.0,1968.75,174867143.0,1606150.5,7395.25,5.25,0.0003252897106296,0.9900000095367432,0.9900000095367432,1.91349457673074,0.0,0.0102766103357058,0.0,218.68898596399265,2047.85781727298,2047.85781727298,750.4797191933086,2277.489393860502,5.0,1.0234435086315689e-05,12.5,3.189157627884565,2.2774893938605016,902.9208765859285,0.0047230116218122,0.0200185826347774,0,0,0,0,0,0,0,5.25,2.128024921848742,2.982222222222222,0.9900000095367432,0.0,902.7707035755478,7410.5
3.8220544713910496e-05,0.2143436,0.010443642512165998,0.091144815,1.781993230312631e-12,0.047650445,0.0008724052185494314,0.9708806,3.7944866689275314e-17,-0.0070471424,6.816967317058653e-05,0.7067567,0.0,0.17350638,0,0,0,0,0,0,0,1623823200.0,0.8484275874269426,120.485,0.1782138314693508,0.1932065387061636,2.900448337364688,17.363612690318856,3.395061728395062,7.406766958150001e-06,785440768.0,0.0,4298910.591944445,9.0,0.0,16460767998.333334,0.2642169572443628,2.982222222222222,0.0,1973.25,175324746.0,1608913.25,7410.5,5.25,0.0003247314372708,0.9900000095367432,0.9900000095367432,2.128024921848742,0.0,0.011366554520982,0.0,218.83353354990933,2049.120711901015,2049.120711901015,751.0914184579401,2278.943348930451,5.0,7.119517233929363e-06,12.75,3.5467082030812374,2.2789433489304507,902.7707035755478,0.00429614240365,0.0195629147376881,0,0,0,0,0,0,0,5.25,2.1609998703002926,3.1277777777777778,0.9900000095367432,0.0,902.6205305651672,7421.0
5.997512185190454e-05,0.21109228,0.009858900920993164,0.09532516,2.3237744666686434e-12,0.04700061,0.0009088304499589315,0.97100925,9.683531598929495e-17,-0.006846149,6.841569041254163e-05,0.7079305,0.0,0.17486054,0,0,0,0,0,0,0,1623823500.0,0.848433726191954,120.845,0.1782073259099661,0.1932067707158145,2.900441078452633,17.363420121799237,3.271604938271605,7.4105974722e-06,785440768.0,0.0,4299194.618194444,9.0,0.0,16461120824.77778,0.4924868473330888,3.1277777777777778,0.0,1977.25,175774331.75,1611699.0,7421.0,5.25,0.0003241712456075,0.9900000095367432,0.9900000095367432,2.1609998703002926,0.0,0.0108422574055733,0.0,218.6446949669167,2047.288888888889,2047.288888888889,750.5982638888888,2276.915451388889,5.0,6.64584555587706e-06,14.5,3.6016664505004887,2.2769154513888887,902.6205305651672,0.0046919046008816,0.0194789667554123,0,0,0,0,0,0,0,5.25,2.1609998703002926,3.2944444444444447,0.9900000095367432,0.0,902.4703575547866,7433.25
4.982010786540684e-05,0.21278965,0.009942369011220809,0.09456234,2.705214084865517e-12,0.04869418,0.0009214106961683699,0.9700446,1.2336295666804476e-16,-0.0068106307,6.97084572666211e-05,0.70713097,0.0,0.17514484,0,0,0,0,0,0,0,1623823800.0,0.8484399480495234,121.22,0.1781941302631697,0.1932070567496238,2.9004340310705383,17.363184590078436,2.691358024691358,7.423737492074999e-06,785440768.0,0.0,4299479.041805555,9.0,0.0,16461428511.77778,0.3736835916867717,3.2944444444444447,0.0,1977.75,176222447.25,1614657.75,7433.25,5.25,0.0003235751733139,0.9900000095367432,0.9900000095367432,2.1609998703002926,0.0,0.0108422574055733,0.0,218.6446949669167,2047.288888888889,2047.288888888889,750.5982638888888,2276.915451388889,5.0,6.64584555587706e-06,14.5,3.6016664505004887,2.2769154513888887,902.4703575547866,0.0046919046008816,0.0194789667554123,0,0,0,0,0,0,0,5.25,2.1609998703002926,3.1600000000000006,0.9900000095367432,0.0,902.320184544406,7444.0
5.702363043057756e-05,0.21201156,0.00992770956204531,0.09514072,2.7386551009506866e-12,0.047909427,0.0009096595072339835,0.9707536,9.582780741826595e-17,-0.0067946976,6.866067985860368e-05,0.70798266,0.0,0.17530844,0,0,0,0,0,0,0,1623824100.0,0.8484461704875044,121.57999999999998,0.1781759329441833,0.1932074824626074,2.9004298292072987,17.3629881938679,4.9753086419753085,7.427403744525e-06,785440768.0,0.0,4299763.553611111,9.0,0.0,16461680735.88889,0.4544009948034345,3.1600000000000006,0.0,1978.0,176662119.75,1617432.75,7444.0,5.25,0.0003230205601195,0.9900000095367432,0.9900000095367432,2.1609998703002926,0.0,0.0108422574055733,0.0,218.6446949669167,2047.288888888889,2047.288888888889,750.5982638888888,2276.915451388889,5.0,6.64584555587706e-06,14.5,3.6016664505004887,2.2769154513888887,902.320184544406,0.0046919046008816,0.0194789667554123,0,0,0,0,0,0,0,5.25,2.1609998703002926,3.2066666666666666,0.9900000095367432,0.0,902.1700115340252,7456.5
4.265827995029263e-05,0.2142623,0.010045139658704481,0.09351584,2.4567800706046987e-12,0.04857955,0.0009209573729346673,0.96969557,1.6543989807311396e-16,-0.006768478,7.01945843006806e-05,0.7063972,0.0,0.1756912,0,0,0,0,0,0,0,1623824400.0,0.8484527277898473,121.995,0.1781705356886834,0.1932080985699134,2.900424252174127,17.362755093568726,3.209876543209876,7.434189386550001e-06,785440768.0,0.0,4300049.787361112,9.0,0.0,16461959403.333334,0.2742626796687336,3.2066666666666666,0.0,1978.0,177103462.5,1620192.75,7456.5,5.25,0.0003224701277392,0.9900000095367432,0.9900000095367432,2.1609998703002926,0.0,0.0108422574055733,0.0,218.6446949669167,2047.288888888889,2047.288888888889,750.5982638888888,2276.915451388889,5.0,6.64584555587706e-06,14.75,3.6016664505004887,2.2769154513888887,902.1700115340252,0.0046919046008816,0.0194789667554123,0,0,0,0,0,0,0,5.5,2.1609998703002926,3.341111111111112,0.9900000095367432,0.0,902.0198385236448,7474.25
